


      Monthly sea levels for FIJI
      ---------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        6 2008     0     7200      0.143      2.243      1.249     0.468
        7 2008     0     7440      0.166      2.306      1.281     0.480
        8 2008     0     7440      0.213      2.324      1.329     0.491
        9 2008     0     7200      0.428      2.274      1.364     0.487
       10 2008     0     7440      0.390      2.374      1.357     0.480
       11 2008     0     7200      0.222      2.352      1.338     0.470
       12 2008     0     7440      0.230      2.407      1.358     0.468
        1 2009     0     7440      0.256      2.519      1.383     0.475
        2 2009     0     6720      0.287      2.462      1.390     0.487
        3 2009     0     7440      0.371      2.357      1.392     0.482
        4 2009     0     7200      0.375      2.255      1.357     0.472
        5 2009     0     7440      0.234      2.262      1.296     0.468
        6 2009     0     7200      0.157      2.307      1.305     0.474
        7 2009     0     7440      0.170      2.400      1.333     0.476
        8 2009     0     7440      0.210      2.415      1.348     0.478
        9 2009     0     7200      0.261      2.342      1.343     0.478
       10 2009     0     7440      0.350      2.274      1.304     0.473
       11 2009     0     7200      0.299      2.208      1.300     0.469
       12 2009     0     7440      0.219      2.309      1.294     0.485
        1 2010     0     7440      0.169      2.437      1.335     0.498
        2 2010     0     6720      0.184      2.421      1.307     0.474
        3 2010     0     7440      0.237      2.419      1.258     0.492
        4 2010     0     7200      0.259      2.391      1.266     0.471
        5 2010     0     7440      0.283      2.154      1.237     0.469
        6 2010     0     7200      0.199      2.127      1.226     0.471
        7 2010  1840     5600      0.149      2.104      1.203     0.447
        8 2010     0     7440      0.066      2.200      1.191     0.476
        9 2010     0     7200      0.135      2.291      1.211     0.479
       10 2010     0     7440      0.201      2.348      1.259     0.475
       11 2010  2126     5074      0.221      2.245      1.256     0.492
       12 2010     0     7440      0.240      2.203      1.258     0.489
        1 2011     0     7440      0.239      2.312      1.287     0.488
        2 2011     0     6720      0.184      2.335      1.295     0.494
        3 2011     0     7440      0.253      2.388      1.312     0.487
        4 2011     0     7200      0.218      2.398      1.293     0.483
        5 2011     0     7440      0.263      2.364      1.319     0.469
        6 2011   519     6681      0.295      2.271      1.307     0.466
        7 2011     0     7440      0.330      2.273      1.319     0.488
        8 2011     0     7440      0.317      2.358      1.323     0.506
        9 2011     0     7200      0.313      2.478      1.333     0.506
       10 2011     0     7440      0.243      2.479      1.357     0.500
       11 2011     0     7200      0.179      2.364      1.320     0.484
       12 2011     0     7440      0.266      2.415      1.317     0.478
        1 2012     0     7440      0.322      2.324      1.359     0.471
        2 2012     0     6960      0.338      2.235      1.341     0.486
        3 2012     0     7440      0.390      2.393      1.427     0.477
        4 2012     0     7200      0.348      2.494      1.413     0.487
        5 2012     0     7440      0.275      2.487      1.348     0.491
        6 2012     0     7200      0.195      2.343      1.319     0.489
        7 2012     0     7440      0.287      2.414      1.370     0.496
        8 2012     0     7440      0.319      2.357      1.356     0.503
        9 2012     0     7200      0.406      2.348      1.373     0.501
       10 2012     0     7440      0.295      2.424      1.359     0.491
       11 2012     0     7200      0.184      2.414      1.346     0.491
       12 2012     0     7440      0.241      2.529      1.376     0.492
        1 2013     0     7440      0.225      2.515      1.383     0.500
        2 2013     0     6720      0.198      2.303      1.307     0.499
        3 2013     0     7440      0.365      2.256      1.293     0.492
        4 2013     0     7200      0.280      2.337      1.305     0.495
        5 2013     0     7440      0.186      2.387      1.277     0.498
        6 2013     0     7200      0.079      2.318      1.270     0.498
        7 2013     0     7440      0.096      2.308      1.241     0.487
        8 2013     0     7440      0.193      2.315      1.236     0.484
        9 2013     0     7200      0.310      2.272      1.279     0.488
       10 2013     0     7440      0.375      2.227      1.299     0.483
       11 2013     0     7200      0.276      2.272      1.336     0.489
       12 2013     0     7440      0.239      2.403      1.353     0.498
        1 2014     0     7440      0.138      2.522      1.367     0.514
        2 2014     0     6720      0.192      2.423      1.340     0.490
        3 2014     0     7440      0.209      2.377      1.310     0.514
        4 2014     0     7200      0.329      2.253      1.320     0.495
        5 2014     0     7440      0.293      2.274      1.256     0.492
